Title,Place Name,Latitude,Longitude,Location,Dusun,Kecamatan,Kota/Kabupaten,Province,Provinsi,Phone Number,URL,Commodity,Bulan Panen,Panen Months 
Perkebunan Kakao Saleo I,Perkebunan Kakao Saleo I,0.8697457,123.4075149,"Saleo Satu, Kec. Bolang Itang Tim., Kabupaten Bolaang Mongondow Utara, Sulawesi Utara 95764",Saleo Satu,Bolang Itang Tim,Kabupaten Bolaang Mongondow Utara,North Sulawesi,Sulawesi Utara,,"https://www.google.com/maps/place/Perkebunan+Kakao+Saleo+I/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x327ebd13dda1f6b5:0xc51609bc962018d!8m2!3d0.872686!4d123.4183341!15sCg5rYWthbyBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11whdt8sl0?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Kebun percontohan kakao,Kebun percontohan kakao,-4.2942125,120.0083594,"P245+889, Baringeng, Kec. Lili Rilau, Kabupaten Soppeng, Sulawesi Selatan 90871",Baringeng,Lili Rilau,Kabupaten Soppeng,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/Kebun+percontohan+kakao/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2d95fb4cc9e0841f:0x5fe36ab76423f446!8m2!3d-4.2939262!4d120.008828!15sCg5rYWthbyBzdWxhd2VzaZIBEGVkdWNhdGlvbl9jZW50ZXLgAQA!16s%2Fg%2F11t_ks9539?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Kebun kakao papa ufi,Kebun kakao papa ufi,0.7251875,124.2693125,"P7G9+3P, Kopandakan II, Kec. Lolayan, Kabupaten Bolaang Mongondow, Sulawesi Utara",Kopandakan II,Lolayan,Kabupaten Bolaang Mongondow,North Sulawesi,Sulawesi Utara,,"https://www.google.com/maps/place/Kebun+kakao+papa+ufi/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x327e3d0075f5b21d:0xa48dd7562193b746!8m2!3d0.7251578!4d124.2692549!15sCg5rYWthbyBzdWxhd2VzaZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11wfy65ggf?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Maju Bersama Cocoa Industries. PT,Maju Bersama Cocoa Industries. PT,-5.1080669,119.5001663,"Kawasan Industri Makassar (KIMA), JL. Kima 8, Kav. SS-21, Makassar, 90242, Bira, Tamalanrea, Makassar City, South Sulawesi 90243",Bira,Tamalanrea,Kota Makassar,South Sulawesi,Sulawesi Selatan,0822-4710-1857,"https://www.google.com/maps/place/Maju+Bersama+Cocoa+Industries.+PT/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2dbefc7abc25dc4b:0xca9882a6b374cb86!8m2!3d-5.093135!4d119.500377!15sCg5rYWthbyBzdWxhd2VzaZIBEGNvcnBvcmF0ZV9vZmZpY2XgAQA!16s%2Fg%2F11r9m90dg?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
KAMPUNG COKLAT,KAMPUNG COKLAT,-5.1986125,120.2287344,"R62H+HF5, Aska, Kec. Sinjai Sel., Kabupaten Sinjai, Sulawesi Selatan 92661",Aska,Sinjai Selatan,Kabupaten Sinjai,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/KAMPUNG+COKLAT/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2dbc216cc9bcd8bd:0xcb0b50069824ec79!8m2!3d-5.19861!4d120.2287317!15sCg5rYWthbyBzdWxhd2VzaZIBEWNob2NvbGF0ZV9mYWN0b3J54AEA!16s%2Fg%2F11fx8rxysz?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Macoa,Macoa,-2.2482786,119.1969793,"Jl. Poros Majene - Mamuju Desa No.2, Sidorejo, Kec. Wonomulyo, Kabupaten Polewali Mandar, Sulawesi Barat 91352",,Wonomulyo,Kabupaten Polewali Mandar,West Sulawesi,Sulawesi Barat,,"https://www.google.com/maps/place/Macoa/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2d949aa2e389ee47:0x4598473cdc73329c!8m2!3d-3.4032853!4d119.2114387!15sCg5rYWthbyBzdWxhd2VzaVoQIg5rYWthbyBzdWxhd2VzaZIBDmNob2NvbGF0ZV9zaG9wmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJsTnkxSWRHcG5SUkFC4AEA!16s%2Fg%2F11g6nb15hr?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Kebun Kakao Pua Fatih,Kebun Kakao Pua Fatih,-3.4304625,119.4060469,"HC94+RC7, Batetangnga, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat",,Binuang,Kabupaten Polewali Mandar,West Sulawesi,Sulawesi Barat,,"https://www.google.com/maps/place/Kebun+Kakao+Pua+Fatih/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2d94890034c8ef9b:0x726fb92a6b3f4a8c!8m2!3d-3.4304737!4d119.4060368!15sCg5rYWthbyBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11vm9mghft?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Perkebunan kakao klon entres,Perkebunan kakao klon entres,-5.1075625,122.4173125,"VCR8+XW, Wasolangka, Kec. Parigi, Kabupaten Muna, Sulawesi Tenggara",Wasolangka,Parigi,Kabupaten Muna,Southeast Sulawesi,Sulawesi Tenggara,,"https://www.google.com/maps/place/Perkebunan+kakao+klon+entres/@-0.9580039,110.6802533,6z/data=!4m7!3m6!1s0x2da3a1002771ce0f:0xbe26eade5b7dab7c!8m2!3d-5.107503!4d122.4173569!15sCg5rYWthbyBzdWxhd2VzaZIBG2Fzc29jaWF0aW9uX29yX29yZ2FuaXphdGlvbuABAA!16s%2Fg%2F11w3zrm2_b?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Pembibitan kakao dan hortikultura,Pembibitan kakao dan hortikultura,-2.4162846,119.1713393,"H5QH+VG5, Jl. Poros Palu - Mamuju, Topore, Kec. Papalang, Kabupaten Mamuju, Sulawesi Barat 91563",Topore,Papalang,Kabupaten Mamuju,West Sulawesi,Sulawesi Barat,0853-9716-0622,"https://www.google.com/maps/place/Pembibitan+kakao+dan+hortikultura/@-0.9498265,110.6789813,6z/data=!4m7!3m6!1s0x2d9293f3c256e0c1:0xd615c107289572a8!8m2!3d-2.4103567!4d119.1788717!15sChNmYXJtIGtha2FvIHN1bGF3ZXNpkgEEZmFybeABAA!16s%2Fg%2F11qqxw1jn5?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Budidaya kakao-Azka farm bulukumba,Budidaya kakao-Azka farm bulukumba,-5.4882071,120.2937683,"Dusun kampung, tengnga, Kec. Ujung Loe, Kabupaten Bulukumba, Sulawesi Selatan 92562","kampung, tengnga",Ujung Loe,Kabupaten Bulukumba,South Sulawesi,Sulawesi Selatan,0882-4229-2055,"https://www.google.com/maps/place/Budidaya+kakao-Azka+farm+bulukumba/@-0.9498265,110.6789813,6z/data=!4m7!3m6!1s0x2dbc0145869cdcf7:0x389de898a0f4f9f!8m2!3d-5.4886592!4d120.2243302!15sChNmYXJtIGtha2FvIHN1bGF3ZXNpkgEEZmFybeABAA!16s%2Fg%2F11vjnm7t2b?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kakao,"October, November, December, January, February, March","[10,11,12,1,2,3]"
Kebun pala,Kebun pala,0.5000625,121.0725625,"G32F+22, Taopa Utara, Kec. Taopa, Kabupaten Parigi Moutong, Sulawesi Tengah",Taopa Utara,Taopa,Kabupaten Parigi Moutong,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/Kebun+pala/@0.500023,120.7841489,11z/data=!4m7!3m6!1s0x3277a9929777efd5:0x83b6cfc170b53248!8m2!3d0.500023!4d121.07254!15sChJQYWxhIGZhcm0gc3VsYXdlc2mSAQl0cmVlX2Zhcm3gAQA!16s%2Fg%2F11ksb79rc9?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kebun pala,"May, June, July, August","[5,6,7,8]"
JUAL BELI PALA & KEMIRI,JUAL BELI PALA %26 KEMIRI,-1.3532151,120.6443474,"JALAN TRANS SULAWESI KEC. POSO PESISIR. KAB. POSO DESA LAPE, JEMBATAN, Masani, Kabupaten Poso, Sulawesi Tengah 94652",Jembatan,Poso Pesisir,Kabupaten Poso,Central Sulawesi,Sulawesi Tengah,0858-6473-4535,"https://www.google.com/maps/place/JUAL+BELI+PALA+%26+KEMIRI/@-1.3817678,120.3421454,11z/data=!4m7!3m6!1s0x2d8eef81d40c4eaf:0x2ec2666ca6ceadf2!8m2!3d-1.3817678!4d120.6305365!15sChJQYWxhIGZhcm0gc3VsYXdlc2mSAQRmYXJt4AEA!16s%2Fg%2F11tf0x87mb?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kebun pala,"May, June, July, August","[5,6,7,8]"
BIbit Pala Bosagon jaya,BIbit Pala Bosagon jaya,0.5538625,120.7557969,"HQ34+G8V, Bosagon jaya, Kec. Ongka Malino, Kabupaten Parigi Moutong, Sulawesi Tengah",Bosagon Jaya,Ongka Malino,Kabupaten Parigi Moutong,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/BIbit+Pala+Bosagon+jaya/@0.5536281,120.467502,11z/data=!4m7!3m6!1s0x3276f98612d711d3:0x48359c689c6f3bce!8m2!3d0.5536281!4d120.7558931!15sChJQYWxhIGZhcm0gc3VsYXdlc2mSAQRmYXJt4AEA!16s%2Fg%2F11shjhrgn3?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kebun pala,"May, June, July, August","[5,6,7,8]"
R.P.P. FARM,R.P.P. FARM,-0.789373,119.8796333,"Jl. Karana No.54, Mamboro, Kec. Palu Utara, Kota Palu, Sulawesi Tengah 94145",Mamboro,Palu Utara,Kota Palu,Central Sulawesi,Sulawesi Tengah,0822-6452-6146,"https://www.google.com/maps/place/R.P.P.+FARM/@-0.7902,119.5910972,11z/data=!4m7!3m6!1s0x2d8beb001c056e73:0xc76cb26705035ae4!8m2!3d-0.7902!4d119.8794883!15sChJQYWxhIGZhcm0gc3VsYXdlc2mSAQVyYW5jaOABAA!16s%2Fg%2F11vwy159db?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kebun pala,"May, June, July, August","[5,6,7,8]"
Perkebunan kelapa hybrida,Perkebunan kelapa hybrida,-3.7996373,119.8120795,"Mario, Kec. Kulo, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91653",Mario,Kulo,Kabupaten Sidenreng Rappang,South Sulawesi,Sulawesi Selatan,0819-9903-2389,"https://www.google.com/maps/place/Perkebunan+kelapa+hybrida/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x2d94350f675e7a67:0xddb2d901c5a7f3c8!8m2!3d-3.8084592!4d119.8471314!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11qgkhj7d5?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Rumah Produksi Kelapa Putri,Rumah Produksi Kelapa Putri,-3.4322375,120.3999531,"H99X+4X4, Cimpu Utara, Kec. Suli, Kabupaten Luwu, Sulawesi Selatan 91994",Cimpu Utara,Suli,Kabupaten Luwu,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/Rumah+Produksi+Kelapa+Putri/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x2d96bb002327dc91:0x4f02a0e568572822!8m2!3d-3.4322251!4d120.3999682!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11y4q7f4n6?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Kecambah/Bibit kelapa sawit,Kecambah%2FBibit kelapa sawit,-2.0894176,119.5339711,"Unnamed Road, Batu Parigi, Kec. Tobadak, Kabupaten Mamuju Tengah, Sulawesi Barat 91563",Batu Parigi,Tobadak,Kabupaten Mamuju Tengah,West Sulawesi,Sulawesi Barat,0823-1457-4463,"https://www.google.com/maps/place/Kecambah%2FBibit+kelapa+sawit/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x2d8d838fd45f00bf:0x129dbce9d6b6dceb!8m2!3d-2.073284!4d119.4216296!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBDXBsYW50X251cnNlcnngAQA!16s%2Fg%2F11r9vw7xp1?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
SUMBER KELAPA,SUMBER KELAPA,-5.1734051,119.4536378,"Jl. Aroeppala No.23, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",,Rappocini,Kota Makassar,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/SUMBER+KELAPA/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x2dbee30d6df09c81:0x63aaf86491fdd93b!8m2!3d-5.1721144!4d119.4523262!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaVoWIhRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnRPRFEzU2xCUkVBReABAA!16s%2Fg%2F11ptycjv66?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Raffi Kebun Kelapa,Raffi Kebun Kelapa,-4.2681875,122.3096875,"P8J5+PV, Baito, Kec. Baito, Kabupaten Konawe Selatan, Sulawesi Tenggara 93883",Baito,Baito,Kabupaten Konawe Selatan,Southeast Sulawesi,Sulawesi Tenggara,,"https://www.google.com/maps/place/Raffi+Kebun+Kelapa/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x2d987f0e1ef75fcf:0xa8caa2101c25f620!8m2!3d-4.2681428!4d122.309637!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBB29yY2hhcmTgAQA!16s%2Fg%2F11pty74w5p?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
AGEN KELAPA TUA,AGEN KELAPA TUA,-5.5329375,119.9432031,"FW8V+R7G, Bonto Rita, Kec. Bissappu, Kabupaten Bantaeng, Sulawesi Selatan",Bonto Rita,Bissappu,Kabupaten Bantaeng,South Sulawesi,Sulawesi Selatan,0877-7753-8755,"https://www.google.com/maps/place/AGEN+KELAPA+TUA/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x2dbeb32fd5ff29a7:0x387eaa0c67da1942!8m2!3d-5.5329379!4d119.9431961!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11sv11yfnd?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Kebun Kelapa Gilingo,Kebun Kelapa Gilingo,0.9860354,122.2171673,"2598+6V7, Dusun, Durian, Tengah, Kec. Tolinggula, Kabupaten Buol, Sulawesi Tengah",Durian,Tolinggula,Kabupaten Buol,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/Kebun+Kelapa+Gilingo/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x32798900256f6957:0xd25c6d7d3ba4511b!8m2!3d1.0180305!4d122.1664687!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBCXRyZWVfZmFybeABAA!16s%2Fg%2F11vwvmx27b?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Tunas kelapa,Tunas kelapa,-2.0778625,119.2753281,"W7CG+V44, Dusun Bayor, Topoyo, Kec. Topoyo, Kabupaten Mamuju Tengah, Sulawesi Barat",Bayor,Topoyo,Kabupaten Mamuju Tengah,West Sulawesi,Sulawesi Barat,,"https://www.google.com/maps/place/Tunas+kelapa/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x2d8d7d00395a0381:0x311d014f7149cb7b!8m2!3d-2.077867!4d119.275339!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaVoWIhRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkVhMDlETUVOM0VBReABAA!16s%2Fg%2F11y3ss02qz?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Tamaona Kelapa Pandan Wangi,Tamaona Kelapa Pandan Wangi,-5.5034125,119.4489219,"FCWX+JHM, Tamaona Desa, Lengkese, Kec.Marbo, Kabupaten Takalar, Sulawesi Selatan",,Marbo,Kabupaten Takalar,South Sulawesi,Sulawesi Selatan,0859-0826-8537,"https://www.google.com/maps/place/Tamaona+Kelapa+Pandan+Wangi/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x2dbed76bf0d09593:0xf6df858a09edf4c3!8m2!3d-5.5034222!4d119.4489276!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaVoWIhRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTldYemRYU1VSQkVBReABAA!16s%2Fg%2F11jzdd8d4k?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
penyedia bibit kelapa hibrida,penyedia bibit kelapa hibrida,-1.4916086,122.254045,"Uwelolu, Kec. Toili Bar., Kabupaten Banggai, Sulawesi Tengah 94763",Uwelolu,Toili Barat,Kabupaten Banggai,Central Sulawesi,Sulawesi Tengah,0852-4104-1975,"https://www.google.com/maps/place/penyedia+bibit+kelapa+hibrida/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x2d85a9612ce3d68f:0x86c2082d865cb225!8m2!3d-1.4914941!4d122.2539959!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaVoWIhRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkVaMDR5UlZKUkVBReABAA!16s%2Fg%2F11shk1m5h9?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Usaha Parut Kelapa,Usaha Parut Kelapa,-3.4855099,119.1350164,"G47M+CMF, Jl. Poros Majene - Mamuju, Kenje, Kec. Campalagian, Kabupaten Polewali Mandar, Sulawesi Barat 91353",,Campalagian,Kabupaten Polewali Mandar,West Sulawesi,Sulawesi Barat,,"https://www.google.com/maps/place/Usaha+Parut+Kelapa/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x2d949520f64e40df:0x471908fa8d7a5da7!8m2!3d-3.4864465!4d119.1341835!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11n_s398zg?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Pembakaran Batok kelapa Bone,Pembakaran Batok kelapa Bone,-4.3931312,120.1185102,"Mancenge, Tacipong, Kec. Amali, Kabupaten Bone, Sulawesi Selatan","Mancenge, Tacipong",Amali,Kabupaten Bone,South Sulawesi,Sulawesi Selatan,0817-861-990,"https://www.google.com/maps/place/Pembakaran+Batok+kelapa+Bone/@-0.9417188,110.6777092,6z/data=!4m7!3m6!1s0x2dbe01c8e32f2481:0xdfcdf1ebf0c3f26c!8m2!3d-4.3872466!4d120.1117904!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaVoWIhRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11y6rvg9lm?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
PT. EMMANUEL KENVANES SEJAHTERA ( Perkebunan Cengkih & Kelapa),PT. EMMANUEL KENVANES SEJAHTERA ( Perkebunan Cengkih %26 Kelapa),1.0778125,124.8824375,"3VHJ+4X, Atep, Kec. Langowan Sel., Kabupaten Minahasa, Sulawesi Utara",Atep,Langowan Selatan,Kabupaten Minahasa,North Sulawesi,Sulawesi Utara,,"https://www.google.com/maps/place/PT.+EMMANUEL+KENVANES+SEJAHTERA+(+Perkebunan+Cengkih+%26+Kelapa)/@1.077819,115.6538724,6z/data=!4m7!3m6!1s0x3287370032e31ac7:0x77ebf49d50fc3a1f!8m2!3d1.077819!4d124.882388!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBCXRyZWVfZmFybeABAA!16s%2Fg%2F11w3kyvkxr?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Pengembang kelapa tua,Pengembang kelapa tua,-5.1440887,119.4524952,"VF42+9XH, Jl. Racing Centre, Karampuang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231","Jalan Racing Centre, Karampuang",Panakkukang,Kota Makassar,South Sulawesi,Sulawesi Selatan,0853-9956-6147,"https://www.google.com/maps/place/Pengembang+kelapa+tua/@1.077819,115.6538724,6z/data=!4m7!3m6!1s0x2dbee38b3787c3bd:0xf48d2f450d084252!8m2!3d-5.1440675!4d119.4524825!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBC2Zhcm1fc2Nob29s4AEA!16s%2Fg%2F11h2cdpkss?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Pusat Pengolahan Gula Merah Kelapa Pak Sumarlin,Pusat Pengolahan Gula Merah Kelapa Pak Sumarlin,-2.6611125,120.4523906,"8FQ2+HX2, Unnamed Road, Banyuwangi, Kec. Sukamaju, Kabupaten Luwu Utara, Sulawesi Selatan 92963",Banyuwangi,Sukamaju,Kabupaten Luwu Utara,South Sulawesi,Sulawesi Selatan,,"https://www.google.com/maps/place/Pusat+Pengolahan+Gula+Merah+Kelapa+Pak+Sumarlin/@-5.1440675,110.2239669,6z/data=!4m7!3m6!1s0x2d919f57dcdf48a9:0xa552532552fcff6a!8m2!3d-2.661105!4d120.452395!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaVoWIhRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTlhkblpFYTJGQkVBReABAA!16s%2Fg%2F11q_7lwlyb?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
"KEBUN MUTA""ALLI MAMBUHU",KEBUN MUTA%22ALLI MAMBUHU,-0.8884375,123.2051875,"4664+J3, Lomba, Kec. Lamala, Kabupaten Banggai, Sulawesi Tengah",Lomba,Lamala,Kabupaten Banggai,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/KEBUN+MUTA%22ALLI+MAMBUHU/@-5.1440675,110.2239669,6z/data=!4m7!3m6!1s0x2d815169f54109a7:0xf7ffedd5ba04801c!8m2!3d-0.8884878!4d123.205131!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaVoWIhRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBCXRyZWVfZmFybZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOQ2NtTkxUV0pSRUFF4AEA!16s%2Fg%2F11sds4jlt3?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Jual beli kelapa,Jual beli kelapa,-2.0770375,119.2756406,"W7FG+57J, Topoyo, Kec. Topoyo, Kabupaten Mamuju Tengah, Sulawesi Barat 91563",Topoyo,Topoyo,Kabupaten Mamuju Tengah,West Sulawesi,Sulawesi Barat,,"https://www.google.com/maps/place/Jual+beli+kelapa/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x2d8d7b0022e4dc59:0xcc188a6327703e13!8m2!3d-2.0770469!4d119.2756365!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11vwq73ln2?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Bulinge (Arang Batok Kelapa),Bulinge (Arang Batok Kelapa),0.449077,121.1224306,"Desa pande, Kec. Moutong, Kabupaten Parigi Moutong, Sulawesi Tengah",Desa Pande,Moutong,Kabupaten Parigi Moutong,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/Bulinge+(Arang+Batok+Kelapa)/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x3277a7122479bc6b:0x3903aa5144075448!8m2!3d0.4535504!4d121.1194456!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11kpqwcql8?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
Kebun kelapa di tanah Kaili,Kebun kelapa di tanah Kaili,-0.7466375,120.0722969,"733C+8WV, Pangi, Kec. Parigi Utara, Kabupaten Parigi Moutong, Sulawesi Tengah",Pangi,Parigi Utara,Kabupaten Parigi Moutong,Central Sulawesi,Sulawesi Tengah,,"https://www.google.com/maps/place/Kebun+kelapa+di+tanah+Kaili/@-2.0770469,110.0471209,6z/data=!4m7!3m6!1s0x2d8bdf004b75f6a3:0x57a9d779e9440a46!8m2!3d-0.7466303!4d120.0723009!15sChRmYXJtIGtlbGFwYSBzdWxhd2VzaZIBBGZhcm3gAQA!16s%2Fg%2F11y3yl9jxd?entry=tts&g_ep=EgoyMDI0MTEwNS4wIPu8ASoASAFQAw%3D%3D",kelapa,"June, July, August","[6,7,8]"
